2024-11-05 00:13:46, INFO: Current git head hash code: %s
2024-11-05 00:13:47, INFO: Using device: cuda:0
2024-11-05 00:13:47, INFO: Policy: SARL w/ global state
2024-11-05 00:13:53, INFO: human number: 5
2024-11-05 00:13:53, INFO: Not randomize human's radius and preferred speed
2024-11-05 00:13:53, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2024-11-05 00:13:53, INFO: Square width: 10.0, circle width: 4.0
2024-11-05 00:13:53, INFO: Current learning rate: 0.010000
2024-11-05 00:24:27, INFO: TRAIN has success rate: 0.89, collision rate: 0.09, nav time: 12.18, total reward: 0.2416
2024-11-05 00:32:39, INFO: Finish imitation learning. Weights saved.
2024-11-05 00:32:39, INFO: Experience set size: 100000/100000
2024-11-05 00:32:39, INFO: Agent is invisible and has holonomic kinematic constraint
2024-11-05 00:32:39, INFO: Current learning rate: 0.001000
2024-11-05 01:11:20, INFO: VAL   in episode 0 has success rate: 0.88, collision rate: 0.12, nav time: 10.69, total reward: 0.2036
2024-11-05 01:11:20, INFO: Frequency of being in danger: 0.19 and average min separate distance in danger: 0.09
2024-11-05 01:11:42, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
2024-11-05 01:12:08, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1351
2024-11-05 01:12:25, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1365
2024-11-05 01:12:48, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2024-11-05 01:13:10, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 16.50, total reward: 0.1805
2024-11-05 01:13:34, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1391
2024-11-05 01:13:43, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1829
2024-11-05 01:14:06, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: 0.1123
2024-11-05 01:14:14, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1451
2024-11-05 01:14:41, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1102
2024-11-05 01:14:49, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2525
2024-11-05 01:15:00, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1455
2024-11-05 01:15:27, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1351
